player_id,sessions_count_total,avg_session_duration_sec,levels_completed,levels_failed,purchases_count,total_spend,first_event_time,last_event_time,days_since_install,days_since_last_active,at_risk
7,1,621.0,1,1,0,0.0,2026-08-04 17:24:00,2026-08-04 17:34:21,10.2334375,10.22625,1
87,2,437.0,4,0,0,0.0,2026-08-04 18:28:00,2026-08-13 09:56:43,10.188993055555555,1.5440509259259259,0
102,5,359.8,8,0,0,0.0,2026-08-04 18:31:00,2026-08-09 09:52:38,10.186909722222222,5.546886574074074,1
66,14,624.8571428571429,29,10,0,0.0,2026-08-04 19:17:00,2026-08-14 20:35:23,10.154965277777778,0.1005324074074074,0
33,2,435.0,5,0,0,0.0,2026-08-04 20:09:00,2026-08-09 12:48:38,10.118854166666667,5.424664351851852,1
72,7,459.42857142857144,12,2,0,0.0,2026-08-04 20:25:00,2026-08-08 11:38:37,10.107743055555556,6.4732870370370375,1
35,2,470.0,3,1,0,0.0,2026-08-04 21:04:00,2026-08-05 20:58:39,10.080659722222222,9.084375,1
148,6,434.1666666666667,8,3,0,0.0,2026-08-04 21:31:00,2026-08-12 13:37:00,10.061909722222222,2.391076388888889,0
27,2,368.5,3,0,0,0.0,2026-08-04 22:39:00,2026-08-05 13:53:33,10.0146875,9.379583333333333,1
55,1,176.0,1,0,0,0.0,2026-08-05 09:11:00,2026-08-05 09:13:56,9.57579861111111,9.573761574074075,1
77,8,281.0,8,1,0,0.0,2026-08-05 10:55:00,2026-08-11 20:25:31,9.503576388888888,3.107384259259259,1
116,5,268.0,5,0,0,0.0,2026-08-05 11:13:00,2026-08-12 20:42:05,9.491076388888889,2.09587962962963,0
119,2,567.0,5,0,0,0.0,2026-08-05 13:58:00,2026-08-05 15:59:44,9.376493055555555,9.291956018518519,1
69,1,771.0,4,0,0,0.0,2026-08-05 18:34:00,2026-08-05 18:46:51,9.184826388888888,9.175902777777777,1
123,5,419.6,8,1,1,9.99,2026-08-05 20:45:00,2026-08-13 16:51:17,9.093854166666667,1.2561574074074073,0
8,4,540.75,6,3,0,0.0,2026-08-06 13:43:00,2026-08-12 14:41:41,8.386909722222223,2.346157407407407,0
19,3,224.66666666666666,3,0,0,0.0,2026-08-06 15:38:00,2026-08-08 20:59:51,8.307048611111112,6.083541666666667,1
64,1,259.0,1,0,0,0.0,2026-08-06 15:53:00,2026-08-06 15:57:19,8.296631944444444,8.293634259259258,1
95,7,531.5714285714286,15,2,0,0.0,2026-08-06 15:57:00,2026-08-14 10:12:50,8.293854166666666,0.5328587962962963,0
89,5,290.2,5,0,0,0.0,2026-08-06 22:25:00,2026-08-10 12:49:29,8.024409722222222,4.424074074074074,1
44,5,437.4,7,3,0,0.0,2026-08-07 11:53:00,2026-08-13 21:44:26,7.463298611111111,1.0525810185185185,0
169,4,475.75,8,0,0,0.0,2026-08-07 12:56:00,2026-08-13 21:00:33,7.419548611111111,1.0830555555555557,0
94,6,342.3333333333333,8,0,0,0.0,2026-08-07 14:37:00,2026-08-12 18:27:30,7.349409722222222,2.1893402777777777,0
178,7,548.5714285714286,12,5,3,4.97,2026-08-07 14:45:00,2026-08-12 19:54:33,7.343854166666667,2.128888888888889,0
1,3,214.0,2,1,0,0.0,2026-08-07 17:20:00,2026-08-14 17:04:29,7.236215277777778,0.24699074074074073,0
15,4,768.25,8,4,0,0.0,2026-08-07 17:21:00,2026-08-10 10:41:27,7.235520833333333,4.512986111111111,1
62,2,711.0,4,3,0,0.0,2026-08-07 18:13:00,2026-08-10 14:55:31,7.199409722222223,4.336550925925926,1
170,5,554.0,11,2,0,0.0,2026-08-07 20:19:00,2026-08-12 08:55:43,7.111909722222222,2.586412037037037,0
131,1,825.0,1,2,0,0.0,2026-08-08 08:49:00,2026-08-08 09:02:45,6.591076388888889,6.581527777777778,1
138,3,480.0,5,2,0,0.0,2026-08-08 09:40:00,2026-08-14 21:04:18,6.555659722222222,0.08045138888888889,0
20,7,640.5714285714286,15,4,0,0.0,2026-08-08 14:19:00,2026-08-13 22:27:02,6.361909722222222,1.0229976851851852,0
122,7,716.5714285714286,14,8,0,0.0,2026-08-08 15:01:00,2026-08-13 16:05:04,6.3327430555555555,1.2882523148148148,0
98,3,425.6666666666667,5,1,0,0.0,2026-08-08 16:12:00,2026-08-13 21:14:53,6.2834375,1.0731018518518518,0
107,3,309.3333333333333,3,0,0,0.0,2026-08-08 19:27:00,2026-08-10 08:29:47,6.148020833333334,4.604421296296296,1
75,5,389.4,7,0,0,0.0,2026-08-08 20:00:00,2026-08-13 11:24:15,6.125104166666667,1.483263888888889,0
22,4,377.5,6,0,0,0.0,2026-08-09 08:39:00,2026-08-13 21:06:23,5.598020833333333,1.0790046296296296,0
174,3,438.0,4,2,1,0.99,2026-08-09 09:04:00,2026-08-13 14:08:23,5.580659722222222,1.3692824074074075,0
2,2,646.5,5,0,0,0.0,2026-08-09 09:08:00,2026-08-10 14:35:08,5.577881944444444,4.350706018518519,1
80,3,347.6666666666667,3,1,0,0.0,2026-08-09 10:49:00,2026-08-11 08:43:29,5.507743055555555,3.5949074074074074,1
127,4,313.0,3,1,0,0.0,2026-08-09 11:42:00,2026-08-12 20:49:58,5.4709375,2.0904050925925928,0
125,1,243.0,1,0,0,0.0,2026-08-09 13:41:00,2026-08-09 13:45:03,5.388298611111111,5.385486111111111,1
86,5,674.0,10,4,0,0.0,2026-08-09 17:11:00,2026-08-14 21:39:47,5.242465277777778,0.055810185185185185,0
12,1,422.0,2,0,0,0.0,2026-08-09 17:37:00,2026-08-09 17:44:02,5.224409722222222,5.219525462962963,1
91,8,273.5,6,2,2,29.979999999999997,2026-08-09 18:37:00,2026-08-13 22:18:32,5.182743055555555,1.028900462962963,0
57,5,360.2,6,0,0,0.0,2026-08-09 22:30:00,2026-08-13 14:28:51,5.0209375,1.3550694444444444,0
70,5,400.4,7,0,0,0.0,2026-08-10 09:02:00,2026-08-14 17:45:34,4.582048611111111,0.21846064814814814,0
36,6,191.16666666666666,3,3,0,0.0,2026-08-10 11:34:00,2026-08-14 12:19:51,4.476493055555555,0.4446527777777778,0
49,1,301.0,1,0,0,0.0,2026-08-10 13:52:00,2026-08-10 13:57:01,4.380659722222222,4.3771759259259255,1
161,1,507.0,1,1,0,0.0,2026-08-10 16:24:00,2026-08-10 16:32:27,4.275104166666667,4.269236111111111,1
79,6,550.0,14,1,0,0.0,2026-08-10 18:12:00,2026-08-14 13:54:25,4.200104166666667,0.3789814814814815,0
32,4,316.0,4,1,1,4.99,2026-08-10 20:44:00,2026-08-13 17:06:47,4.094548611111111,1.2453935185185185,0
76,2,566.5,4,1,0,0.0,2026-08-10 21:41:00,2026-08-10 22:34:18,4.054965277777778,4.017951388888889,1
74,1,505.0,3,0,0,0.0,2026-08-11 08:48:00,2026-08-11 08:56:25,3.5917708333333334,3.5859259259259257,1
112,3,631.0,8,0,0,0.0,2026-08-11 13:46:00,2026-08-12 09:29:06,3.384826388888889,2.5632291666666664,0
128,4,453.5,4,6,0,0.0,2026-08-11 15:12:00,2026-08-14 20:18:15,3.3251041666666667,0.11243055555555556,0
149,4,592.5,7,3,0,0.0,2026-08-11 18:47:00,2026-08-14 16:56:49,3.175798611111111,0.2523148148148148,0
100,1,605.0,1,1,0,0.0,2026-08-11 19:06:00,2026-08-11 19:16:05,3.1626041666666667,3.155601851851852,1
144,3,504.0,4,2,0,0.0,2026-08-11 22:31:00,2026-08-13 21:55:27,3.0202430555555555,1.0449305555555555,0
65,2,318.0,2,0,0,0.0,2026-08-12 09:22:00,2026-08-12 15:55:05,2.568159722222222,2.295185185185185,0
135,1,221.0,1,0,0,0.0,2026-08-12 11:00:00,2026-08-12 11:03:41,2.5001041666666666,2.497546296296296,0
67,2,855.0,6,2,0,0.0,2026-08-12 11:40:00,2026-08-14 11:27:07,2.472326388888889,0.48127314814814814,0
38,1,318.0,1,0,0,0.0,2026-08-12 11:53:00,2026-08-12 11:58:18,2.463298611111111,2.4596180555555556,0
63,1,340.0,1,0,0,0.0,2026-08-12 15:51:00,2026-08-12 15:56:40,2.298020833333333,2.294085648148148,0
114,1,224.0,1,0,0,0.0,2026-08-12 17:03:00,2026-08-12 17:06:44,2.2480208333333334,2.2454282407407407,0
133,3,241.0,3,0,0,0.0,2026-08-12 17:50:00,2026-08-14 14:17:19,2.2153819444444443,0.3630787037037037,0
156,2,172.0,2,0,0,0.0,2026-08-12 19:49:00,2026-08-14 10:42:45,2.1327430555555558,0.5120833333333333,0
103,1,790.0,2,1,0,0.0,2026-08-12 20:04:00,2026-08-12 20:17:10,2.122326388888889,2.1131828703703706,0
37,2,252.0,1,1,0,0.0,2026-08-13 10:06:00,2026-08-14 20:16:37,1.5376041666666667,0.11356481481481481,0
143,4,338.75,6,2,0,0.0,2026-08-13 10:12:00,2026-08-14 19:01:00,1.5334375,0.1660763888888889,0
97,2,310.0,1,1,0,0.0,2026-08-13 10:37:00,2026-08-13 19:58:05,1.5160763888888888,1.1264351851851853,0
176,2,328.0,2,0,0,0.0,2026-08-13 11:12:00,2026-08-14 18:46:51,1.4917708333333333,0.17590277777777777,0
93,1,323.0,1,0,0,0.0,2026-08-13 16:40:00,2026-08-13 16:45:23,1.2639930555555556,1.2602546296296295,0
137,1,393.0,1,1,0,0.0,2026-08-13 22:40:00,2026-08-13 22:46:33,1.0139930555555556,1.0094444444444444,0
158,1,278.0,0,1,0,0.0,2026-08-14 09:09:00,2026-08-14 09:13:38,0.5771875,0.5739699074074074,0
42,1,208.0,1,0,0,0.0,2026-08-14 10:11:00,2026-08-14 10:14:28,0.5341319444444445,0.531724537037037,0
117,1,698.0,2,1,0,0.0,2026-08-14 10:46:00,2026-08-14 10:57:38,0.5098263888888889,0.5017476851851852,0
145,2,750.0,4,2,0,0.0,2026-08-14 15:14:00,2026-08-14 16:33:52,0.32371527777777775,0.2682523148148148,0
53,1,433.0,2,0,0,0.0,2026-08-14 16:14:00,2026-08-14 16:21:13,0.2820486111111111,0.277037037037037,0
179,1,335.0,1,0,0,0.0,2026-08-14 17:41:00,2026-08-14 17:46:35,0.22163194444444445,0.21775462962962963,0
26,1,220.0,1,0,0,0.0,2026-08-14 20:45:00,2026-08-14 20:48:40,0.09385416666666667,0.09130787037037037,0
109,2,340.5,3,0,0,0.0,2026-08-14 20:58:00,2026-08-14 22:00:25,0.0848263888888889,0.04148148148148148,0
