event_id,player_id,event_name,level_number,timestamp,session_id,revenue,platform,app_version
4281,173,session_start,,2026-08-01T13:42:00,s_173_0_0,,iOS,2.5.0
4282,173,level_start,2,2026-08-01T13:42:52,s_173_0_0,,iOS,2.5.0
4283,173,level_complete,2,2026-08-01T13:43:57,s_173_0_0,,iOS,2.5.0
4284,173,session_end,,2026-08-01T13:45:03,s_173_0_0,,iOS,2.5.0
2463,96,session_start,,2026-08-01T14:11:00,s_96_0_0,,iOS,2.4.1
2464,96,level_start,1,2026-08-01T14:11:23,s_96_0_0,,iOS,2.4.1
2465,96,level_complete,1,2026-08-01T14:12:23,s_96_0_0,,iOS,2.4.1
2466,96,level_start,2,2026-08-01T14:13:46,s_96_0_0,,iOS,2.4.1
2467,96,level_complete,2,2026-08-01T14:14:33,s_96_0_0,,iOS,2.4.1
2468,96,level_start,3,2026-08-01T14:15:39,s_96_0_0,,iOS,2.4.1
2469,96,level_complete,3,2026-08-01T14:18:37,s_96_0_0,,iOS,2.4.1
2470,96,session_end,,2026-08-01T14:20:02,s_96_0_0,,iOS,2.4.1
1401,58,session_start,,2026-08-01T14:30:00,s_58_0_0,,Android,2.4.1
1402,58,level_start,1,2026-08-01T14:30:25,s_58_0_0,,Android,2.4.1
1403,58,level_complete,1,2026-08-01T14:33:41,s_58_0_0,,Android,2.4.1
1404,58,level_start,2,2026-08-01T14:35:07,s_58_0_0,,Android,2.4.1
1405,58,level_fail,2,2026-08-01T14:38:19,s_58_0_0,,Android,2.4.1
1406,58,level_start,3,2026-08-01T14:39:12,s_58_0_0,,Android,2.4.1
1407,58,level_complete,3,2026-08-01T14:42:10,s_58_0_0,,Android,2.4.1
1408,58,level_start,4,2026-08-01T14:42:52,s_58_0_0,,Android,2.4.1
1409,58,level_complete,4,2026-08-01T14:44:58,s_58_0_0,,Android,2.4.1
1410,58,session_end,,2026-08-01T14:46:14,s_58_0_0,,Android,2.4.1
3589,151,session_start,,2026-08-01T14:52:00,s_151_0_0,,Android,2.4.1
3590,151,level_start,8,2026-08-01T14:53:15,s_151_0_0,,Android,2.4.1
3591,151,level_complete,8,2026-08-01T14:55:22,s_151_0_0,,Android,2.4.1
3592,151,level_start,9,2026-08-01T14:56:13,s_151_0_0,,Android,2.4.1
3593,151,level_complete,9,2026-08-01T14:57:02,s_151_0_0,,Android,2.4.1
3594,151,session_end,,2026-08-01T14:58:40,s_151_0_0,,Android,2.4.1
3217,132,session_start,,2026-08-01T15:51:00,s_132_0_1,,Android,2.5.0
3218,132,level_start,1,2026-08-01T15:51:48,s_132_0_1,,Android,2.5.0
3219,132,level_complete,1,2026-08-01T15:54:05,s_132_0_1,,Android,2.5.0
3220,132,session_end,,2026-08-01T15:55:26,s_132_0_1,,Android,2.5.0
1720,68,session_start,,2026-08-01T16:22:00,s_68_0_0,,Android,2.5.0
1721,68,level_start,11,2026-08-01T16:22:55,s_68_0_0,,Android,2.5.0
1722,68,level_fail,11,2026-08-01T16:25:58,s_68_0_0,,Android,2.5.0
1723,68,level_start,12,2026-08-01T16:27:28,s_68_0_0,,Android,2.5.0
1724,68,level_complete,12,2026-08-01T16:28:39,s_68_0_0,,Android,2.5.0
1725,68,level_start,13,2026-08-01T16:29:18,s_68_0_0,,Android,2.5.0
1726,68,level_complete,13,2026-08-01T16:31:43,s_68_0_0,,Android,2.5.0
1727,68,session_end,,2026-08-01T16:32:46,s_68_0_0,,Android,2.5.0
2569,104,session_start,,2026-08-01T16:43:00,s_104_0_1,,iOS,2.4.1
2570,104,level_start,1,2026-08-01T16:43:40,s_104_0_1,,iOS,2.4.1
2571,104,level_complete,1,2026-08-01T16:46:19,s_104_0_1,,iOS,2.4.1
2572,104,session_end,,2026-08-01T16:47:22,s_104_0_1,,iOS,2.4.1
1548,61,session_start,,2026-08-01T17:00:00,s_61_0_0,,iOS,2.4.1
1549,61,level_start,1,2026-08-01T17:01:07,s_61_0_0,,iOS,2.4.1
1550,61,level_complete,1,2026-08-01T17:04:15,s_61_0_0,,iOS,2.4.1
1551,61,session_end,,2026-08-01T17:05:58,s_61_0_0,,iOS,2.4.1
1250,50,session_start,,2026-08-01T17:07:00,s_50_0_1,,Android,2.5.0
1251,50,level_start,1,2026-08-01T17:08:24,s_50_0_1,,Android,2.5.0
1252,50,level_fail,1,2026-08-01T17:09:28,s_50_0_1,,Android,2.5.0
1253,50,level_start,2,2026-08-01T17:09:48,s_50_0_1,,Android,2.5.0
1254,50,level_complete,2,2026-08-01T17:12:33,s_50_0_1,,Android,2.5.0
1255,50,level_start,3,2026-08-01T17:14:03,s_50_0_1,,Android,2.5.0
1256,50,level_fail,3,2026-08-01T17:16:23,s_50_0_1,,Android,2.5.0
1257,50,level_start,4,2026-08-01T17:17:44,s_50_0_1,,Android,2.5.0
1258,50,level_fail,4,2026-08-01T17:20:24,s_50_0_1,,Android,2.5.0
1259,50,session_end,,2026-08-01T17:21:16,s_50_0_1,,Android,2.5.0
3575,150,session_start,,2026-08-01T17:31:00,s_150_0_1,,Android,2.5.0
2085,84,session_start,,2026-08-01T17:32:00,s_84_0_0,,Android,2.5.0
3576,150,level_start,4,2026-08-01T17:32:28,s_150_0_1,,Android,2.5.0
2086,84,level_start,1,2026-08-01T17:32:57,s_84_0_0,,Android,2.5.0
2087,84,level_complete,1,2026-08-01T17:33:42,s_84_0_0,,Android,2.5.0
3577,150,level_complete,4,2026-08-01T17:35:08,s_150_0_1,,Android,2.5.0
2088,84,level_start,2,2026-08-01T17:35:12,s_84_0_0,,Android,2.5.0
3578,150,level_start,5,2026-08-01T17:35:40,s_150_0_1,,Android,2.5.0
2089,84,level_complete,2,2026-08-01T17:35:55,s_84_0_0,,Android,2.5.0
2090,84,level_start,3,2026-08-01T17:37:00,s_84_0_0,,Android,2.5.0
2091,84,level_fail,3,2026-08-01T17:37:58,s_84_0_0,,Android,2.5.0
2092,84,level_start,4,2026-08-01T17:38:21,s_84_0_0,,Android,2.5.0
3579,150,level_fail,5,2026-08-01T17:38:59,s_150_0_1,,Android,2.5.0
3580,150,level_start,6,2026-08-01T17:39:49,s_150_0_1,,Android,2.5.0
2093,84,level_complete,4,2026-08-01T17:39:51,s_84_0_0,,Android,2.5.0
3581,150,level_complete,6,2026-08-01T17:40:28,s_150_0_1,,Android,2.5.0
2094,84,session_end,,2026-08-01T17:41:36,s_84_0_0,,Android,2.5.0
3582,150,session_end,,2026-08-01T17:41:36,s_150_0_1,,Android,2.5.0
3569,150,session_start,,2026-08-01T18:00:00,s_150_0_0,,Android,2.5.0
3570,150,level_start,5,2026-08-01T18:00:25,s_150_0_0,,Android,2.5.0
3571,150,level_fail,5,2026-08-01T18:03:07,s_150_0_0,,Android,2.5.0
3572,150,level_start,6,2026-08-01T18:04:04,s_150_0_0,,Android,2.5.0
3573,150,level_complete,6,2026-08-01T18:07:22,s_150_0_0,,Android,2.5.0
3574,150,session_end,,2026-08-01T18:08:09,s_150_0_0,,Android,2.5.0
2797,113,session_start,,2026-08-01T18:43:00,s_113_0_0,,iOS,2.4.0
2798,113,level_start,1,2026-08-01T18:44:27,s_113_0_0,,iOS,2.4.0
2799,113,level_complete,1,2026-08-01T18:47:38,s_113_0_0,,iOS,2.4.0
2800,113,session_end,,2026-08-01T18:48:18,s_113_0_0,,iOS,2.4.0
595,25,session_start,,2026-08-01T19:40:00,s_25_0_0,,iOS,2.4.0
1284,52,session_start,,2026-08-01T19:41:00,s_52_0_0,,Android,2.5.0
596,25,level_start,12,2026-08-01T19:41:18,s_25_0_0,,iOS,2.4.0
597,25,level_complete,12,2026-08-01T19:42:15,s_25_0_0,,iOS,2.4.0
1285,52,level_start,1,2026-08-01T19:42:25,s_52_0_0,,Android,2.5.0
598,25,level_start,13,2026-08-01T19:42:35,s_25_0_0,,iOS,2.4.0
599,25,level_complete,13,2026-08-01T19:44:46,s_25_0_0,,iOS,2.4.0
600,25,level_start,14,2026-08-01T19:45:54,s_25_0_0,,iOS,2.4.0
1286,52,level_complete,1,2026-08-01T19:46:15,s_52_0_0,,Android,2.5.0
1287,52,level_start,2,2026-08-01T19:47:11,s_52_0_0,,Android,2.5.0
601,25,level_fail,14,2026-08-01T19:49:49,s_25_0_0,,iOS,2.4.0
1288,52,level_complete,2,2026-08-01T19:50:38,s_52_0_0,,Android,2.5.0
602,25,level_start,15,2026-08-01T19:51:05,s_25_0_0,,iOS,2.4.0
1289,52,session_end,,2026-08-01T19:51:57,s_52_0_0,,Android,2.5.0
603,25,level_complete,15,2026-08-01T19:53:00,s_25_0_0,,iOS,2.4.0
604,25,session_end,,2026-08-01T19:54:53,s_25_0_0,,iOS,2.4.0
4285,173,session_start,,2026-08-01T20:54:00,s_173_0_1,,iOS,2.5.0
4286,173,level_start,1,2026-08-01T20:54:54,s_173_0_1,,iOS,2.5.0
3939,163,session_start,,2026-08-01T20:56:00,s_163_0_0,,Android,2.5.0
4287,173,level_fail,1,2026-08-01T20:56:00,s_173_0_1,,iOS,2.5.0
3940,163,level_start,1,2026-08-01T20:56:35,s_163_0_0,,Android,2.5.0
4288,173,level_start,2,2026-08-01T20:56:45,s_173_0_1,,iOS,2.5.0
4289,173,level_complete,2,2026-08-01T20:59:05,s_173_0_1,,iOS,2.5.0
3941,163,level_complete,1,2026-08-01T20:59:30,s_163_0_0,,Android,2.5.0
4290,173,session_end,,2026-08-01T20:59:45,s_173_0_1,,iOS,2.5.0
3942,163,session_end,,2026-08-01T21:00:46,s_163_0_0,,Android,2.5.0
1552,61,session_start,,2026-08-01T21:17:00,s_61_0_1,,iOS,2.4.1
1553,61,level_start,1,2026-08-01T21:18:25,s_61_0_1,,iOS,2.4.1
1554,61,level_complete,1,2026-08-01T21:20:06,s_61_0_1,,iOS,2.4.1
1555,61,level_start,2,2026-08-01T21:20:42,s_61_0_1,,iOS,2.4.1
1556,61,level_complete,2,2026-08-01T21:21:25,s_61_0_1,,iOS,2.4.1
1557,61,level_start,3,2026-08-01T21:22:39,s_61_0_1,,iOS,2.4.1
1558,61,level_fail,3,2026-08-01T21:25:11,s_61_0_1,,iOS,2.4.1
1559,61,session_end,,2026-08-01T21:25:45,s_61_0_1,,iOS,2.4.1
4037,166,session_start,,2026-08-02T08:00:00,s_166_1_0,,iOS,2.4.0
4038,166,level_start,5,2026-08-02T08:01:07,s_166_1_0,,iOS,2.4.0
4039,166,level_complete,5,2026-08-02T08:05:06,s_166_1_0,,iOS,2.4.0
4040,166,session_end,,2026-08-02T08:06:52,s_166_1_0,,iOS,2.4.0
2966,120,session_start,,2026-08-02T08:07:00,s_120_1_0,,Android,2.4.0
2967,120,level_start,1,2026-08-02T08:07:25,s_120_1_0,,Android,2.4.0
229,11,session_start,,2026-08-02T08:09:00,s_11_1_0,,Android,2.5.0
230,11,level_start,6,2026-08-02T08:09:36,s_11_1_0,,Android,2.5.0
2968,120,level_complete,1,2026-08-02T08:09:41,s_120_1_0,,Android,2.4.0
231,11,level_complete,6,2026-08-02T08:10:23,s_11_1_0,,Android,2.5.0
2969,120,level_start,2,2026-08-02T08:10:40,s_120_1_0,,Android,2.4.0
232,11,level_start,7,2026-08-02T08:11:29,s_11_1_0,,Android,2.5.0
233,11,level_complete,7,2026-08-02T08:13:31,s_11_1_0,,Android,2.5.0
2970,120,level_complete,2,2026-08-02T08:13:34,s_120_1_0,,Android,2.4.0
234,11,level_start,8,2026-08-02T08:13:55,s_11_1_0,,Android,2.5.0
2971,120,session_end,,2026-08-02T08:14:47,s_120_1_0,,Android,2.4.0
2239,90,session_start,,2026-08-02T08:15:00,s_90_1_1,,iOS,2.4.1
3895,162,session_start,,2026-08-02T08:15:00,s_162_1_0,,Android,2.5.0
2240,90,level_start,2,2026-08-02T08:15:42,s_90_1_1,,iOS,2.4.1
3896,162,level_start,8,2026-08-02T08:16:29,s_162_1_0,,Android,2.5.0
235,11,level_complete,8,2026-08-02T08:16:59,s_11_1_0,,Android,2.5.0
3897,162,level_complete,8,2026-08-02T08:17:26,s_162_1_0,,Android,2.5.0
3898,162,level_start,9,2026-08-02T08:17:47,s_162_1_0,,Android,2.5.0
1327,54,session_start,,2026-08-02T08:18:00,s_54_1_0,,iOS,2.5.0
236,11,level_start,9,2026-08-02T08:18:16,s_11_1_0,,Android,2.5.0
2241,90,level_complete,2,2026-08-02T08:18:53,s_90_1_1,,iOS,2.4.1
1328,54,level_start,11,2026-08-02T08:19:25,s_54_1_0,,iOS,2.5.0
2242,90,level_start,3,2026-08-02T08:19:52,s_90_1_1,,iOS,2.4.1
1329,54,level_fail,11,2026-08-02T08:20:16,s_54_1_0,,iOS,2.5.0
237,11,level_complete,9,2026-08-02T08:20:20,s_11_1_0,,Android,2.5.0
1330,54,level_start,12,2026-08-02T08:20:57,s_54_1_0,,iOS,2.5.0
238,11,session_end,,2026-08-02T08:20:59,s_11_1_0,,Android,2.5.0
3899,162,level_fail,9,2026-08-02T08:21:30,s_162_1_0,,Android,2.5.0
3900,162,level_start,10,2026-08-02T08:22:14,s_162_1_0,,Android,2.5.0
2243,90,level_fail,3,2026-08-02T08:23:52,s_90_1_1,,iOS,2.4.1
1331,54,level_complete,12,2026-08-02T08:24:44,s_54_1_0,,iOS,2.5.0
3901,162,level_complete,10,2026-08-02T08:25:05,s_162_1_0,,Android,2.5.0
1332,54,session_end,,2026-08-02T08:25:14,s_54_1_0,,iOS,2.5.0
2244,90,session_end,,2026-08-02T08:25:20,s_90_1_1,,iOS,2.4.1
3902,162,session_end,,2026-08-02T08:25:39,s_162_1_0,,Android,2.5.0
3095,124,session_start,,2026-08-02T08:30:00,s_124_1_0,,iOS,2.5.0
3096,124,level_start,1,2026-08-02T08:31:02,s_124_1_0,,iOS,2.5.0
3097,124,level_complete,1,2026-08-02T08:32:36,s_124_1_0,,iOS,2.5.0
3098,124,level_start,2,2026-08-02T08:33:56,s_124_1_0,,iOS,2.5.0
3099,124,level_fail,2,2026-08-02T08:35:27,s_124_1_0,,iOS,2.5.0
3100,124,session_end,,2026-08-02T08:36:39,s_124_1_0,,iOS,2.5.0
2757,111,session_start,,2026-08-02T09:22:00,s_111_1_0,,iOS,2.4.0
2758,111,level_start,9,2026-08-02T09:22:56,s_111_1_0,,iOS,2.4.0
743,30,session_start,,2026-08-02T09:23:00,s_30_1_0,,iOS,2.4.0
744,30,level_start,2,2026-08-02T09:24:10,s_30_1_0,,iOS,2.4.0
2759,111,level_fail,9,2026-08-02T09:24:12,s_111_1_0,,iOS,2.4.0
2760,111,session_end,,2026-08-02T09:25:47,s_111_1_0,,iOS,2.4.0
745,30,level_complete,2,2026-08-02T09:27:20,s_30_1_0,,iOS,2.4.0
746,30,level_start,3,2026-08-02T09:28:09,s_30_1_0,,iOS,2.4.0
747,30,level_complete,3,2026-08-02T09:30:28,s_30_1_0,,iOS,2.4.0
748,30,session_end,,2026-08-02T09:32:28,s_30_1_0,,iOS,2.4.0
3831,160,session_start,,2026-08-02T09:36:00,s_160_1_0,,iOS,2.4.1
3832,160,level_start,6,2026-08-02T09:36:38,s_160_1_0,,iOS,2.4.1
3833,160,level_complete,6,2026-08-02T09:37:31,s_160_1_0,,iOS,2.4.1
3834,160,level_start,7,2026-08-02T09:38:07,s_160_1_0,,iOS,2.4.1
3835,160,level_fail,7,2026-08-02T09:39:23,s_160_1_0,,iOS,2.4.1
3836,160,level_start,8,2026-08-02T09:40:28,s_160_1_0,,iOS,2.4.1
3837,160,level_complete,8,2026-08-02T09:42:19,s_160_1_0,,iOS,2.4.1
380,17,session_start,,2026-08-02T09:43:00,s_17_1_1,,Android,2.4.0
3838,160,level_start,9,2026-08-02T09:43:40,s_160_1_0,,iOS,2.4.1
381,17,level_start,5,2026-08-02T09:44:30,s_17_1_1,,Android,2.4.0
382,17,level_complete,5,2026-08-02T09:45:40,s_17_1_1,,Android,2.4.0
383,17,level_start,6,2026-08-02T09:47:00,s_17_1_1,,Android,2.4.0
3839,160,level_fail,9,2026-08-02T09:47:07,s_160_1_0,,iOS,2.4.1
37,3,session_start,,2026-08-02T09:48:00,s_3_1_1,,iOS,2.4.0
3840,160,session_end,,2026-08-02T09:48:54,s_160_1_0,,iOS,2.4.1
38,3,level_start,4,2026-08-02T09:49:14,s_3_1_1,,iOS,2.4.0
384,17,level_complete,6,2026-08-02T09:49:32,s_17_1_1,,Android,2.4.0
385,17,session_end,,2026-08-02T09:50:38,s_17_1_1,,Android,2.4.0
39,3,level_fail,4,2026-08-02T09:52:07,s_3_1_1,,iOS,2.4.0
40,3,level_start,5,2026-08-02T09:52:30,s_3_1_1,,iOS,2.4.0
41,3,level_fail,5,2026-08-02T09:55:35,s_3_1_1,,iOS,2.4.0
42,3,level_start,6,2026-08-02T09:56:29,s_3_1_1,,iOS,2.4.0
43,3,level_complete,6,2026-08-02T09:57:06,s_3_1_1,,iOS,2.4.0
44,3,session_end,,2026-08-02T09:59:05,s_3_1_1,,iOS,2.4.0
1098,47,session_start,,2026-08-02T10:12:00,s_47_1_0,,iOS,2.4.1
1099,47,level_start,9,2026-08-02T10:13:18,s_47_1_0,,iOS,2.4.1
1100,47,level_complete,9,2026-08-02T10:14:24,s_47_1_0,,iOS,2.4.1
1101,47,level_start,10,2026-08-02T10:15:07,s_47_1_0,,iOS,2.4.1
1102,47,level_complete,10,2026-08-02T10:18:56,s_47_1_0,,iOS,2.4.1
1103,47,level_start,11,2026-08-02T10:19:58,s_47_1_0,,iOS,2.4.1
1104,47,level_fail,11,2026-08-02T10:23:09,s_47_1_0,,iOS,2.4.1
1105,47,session_end,,2026-08-02T10:24:19,s_47_1_0,,iOS,2.4.1
3175,129,session_start,,2026-08-02T10:32:00,s_129_1_0,,Android,2.4.1
3176,129,level_start,3,2026-08-02T10:33:23,s_129_1_0,,Android,2.4.1
3177,129,level_complete,3,2026-08-02T10:36:05,s_129_1_0,,Android,2.4.1
3178,129,level_start,4,2026-08-02T10:37:06,s_129_1_0,,Android,2.4.1
3179,129,level_complete,4,2026-08-02T10:40:38,s_129_1_0,,Android,2.4.1
3180,129,level_start,5,2026-08-02T10:41:59,s_129_1_0,,Android,2.4.1
3181,129,level_fail,5,2026-08-02T10:45:32,s_129_1_0,,Android,2.4.1
3182,129,level_start,6,2026-08-02T10:46:52,s_129_1_0,,Android,2.4.1
3183,129,level_complete,6,2026-08-02T10:48:30,s_129_1_0,,Android,2.4.1
3184,129,session_end,,2026-08-02T10:50:21,s_129_1_0,,Android,2.4.1
2577,104,session_start,,2026-08-02T10:53:00,s_104_1_1,,iOS,2.4.1
2578,104,level_start,1,2026-08-02T10:53:23,s_104_1_1,,iOS,2.4.1
2579,104,level_fail,1,2026-08-02T10:57:08,s_104_1_1,,iOS,2.4.1
2580,104,session_end,,2026-08-02T10:58:21,s_104_1_1,,iOS,2.4.1
4291,173,session_start,,2026-08-02T11:02:00,s_173_1_0,,iOS,2.5.0
4292,173,level_start,1,2026-08-02T11:02:51,s_173_1_0,,iOS,2.5.0
3961,165,session_start,,2026-08-02T11:03:00,s_165_1_0,,iOS,2.4.0
3962,165,level_start,12,2026-08-02T11:04:14,s_165_1_0,,iOS,2.4.0
3963,165,level_complete,12,2026-08-02T11:05:53,s_165_1_0,,iOS,2.4.0
3964,165,level_start,13,2026-08-02T11:06:35,s_165_1_0,,iOS,2.4.0
4293,173,level_complete,1,2026-08-02T11:06:48,s_173_1_0,,iOS,2.5.0
3965,165,level_complete,13,2026-08-02T11:07:26,s_165_1_0,,iOS,2.4.0
4294,173,session_end,,2026-08-02T11:08:07,s_173_1_0,,iOS,2.5.0
3966,165,session_end,,2026-08-02T11:08:31,s_165_1_0,,iOS,2.4.0
371,17,session_start,,2026-08-02T11:12:00,s_17_1_0,,Android,2.4.0
372,17,level_start,2,2026-08-02T11:12:37,s_17_1_0,,Android,2.4.0
373,17,level_complete,2,2026-08-02T11:13:34,s_17_1_0,,Android,2.4.0
374,17,level_start,3,2026-08-02T11:14:24,s_17_1_0,,Android,2.4.0
375,17,level_complete,3,2026-08-02T11:15:56,s_17_1_0,,Android,2.4.0
376,17,level_start,4,2026-08-02T11:17:23,s_17_1_0,,Android,2.4.0
377,17,level_complete,4,2026-08-02T11:18:50,s_17_1_0,,Android,2.4.0
378,17,purchase,,2026-08-02T11:19:26,s_17_1_0,4.99,Android,2.4.0
379,17,session_end,,2026-08-02T11:20:56,s_17_1_0,,Android,2.4.0
3655,152,session_start,,2026-08-02T11:59:00,s_152_1_0,,Android,2.4.1
3656,152,level_start,1,2026-08-02T12:00:19,s_152_1_0,,Android,2.4.1
3657,152,level_fail,1,2026-08-02T12:03:27,s_152_1_0,,Android,2.4.1
3658,152,session_end,,2026-08-02T12:04:04,s_152_1_0,,Android,2.4.1
1490,60,session_start,,2026-08-02T12:14:00,s_60_1_0,,Android,2.4.0
1491,60,level_start,2,2026-08-02T12:14:24,s_60_1_0,,Android,2.4.0
1492,60,level_complete,2,2026-08-02T12:17:59,s_60_1_0,,Android,2.4.0
1493,60,level_start,3,2026-08-02T12:19:10,s_60_1_0,,Android,2.4.0
3703,155,session_start,,2026-08-02T12:22:00,s_155_1_0,,Android,2.4.1
1494,60,level_complete,3,2026-08-02T12:22:17,s_60_1_0,,Android,2.4.0
3704,155,level_start,1,2026-08-02T12:23:00,s_155_1_0,,Android,2.4.1
1495,60,level_start,4,2026-08-02T12:23:13,s_60_1_0,,Android,2.4.0
3705,155,level_complete,1,2026-08-02T12:23:42,s_155_1_0,,Android,2.4.1
3706,155,level_start,2,2026-08-02T12:24:02,s_155_1_0,,Android,2.4.1
3707,155,level_complete,2,2026-08-02T12:24:45,s_155_1_0,,Android,2.4.1
3708,155,session_end,,2026-08-02T12:25:56,s_155_1_0,,Android,2.4.1
1496,60,level_fail,4,2026-08-02T12:26:45,s_60_1_0,,Android,2.4.0
1497,60,session_end,,2026-08-02T12:27:22,s_60_1_0,,Android,2.4.0
2665,106,session_start,,2026-08-02T12:56:00,s_106_1_0,,iOS,2.5.0
2666,106,level_start,4,2026-08-02T12:57:20,s_106_1_0,,iOS,2.5.0
3659,152,session_start,,2026-08-02T13:00:00,s_152_1_1,,Android,2.4.1
2667,106,level_complete,4,2026-08-02T13:00:53,s_106_1_0,,iOS,2.5.0
3660,152,level_start,1,2026-08-02T13:00:58,s_152_1_1,,Android,2.4.1
2668,106,level_start,5,2026-08-02T13:01:52,s_106_1_0,,iOS,2.5.0
2669,106,level_complete,5,2026-08-02T13:02:27,s_106_1_0,,iOS,2.5.0
3661,152,level_complete,1,2026-08-02T13:02:58,s_152_1_1,,Android,2.4.1
2197,88,session_start,,2026-08-02T13:03:00,s_88_1_0,,Android,2.4.1
2198,88,level_start,1,2026-08-02T13:03:42,s_88_1_0,,Android,2.4.1
3662,152,session_end,,2026-08-02T13:04:12,s_152_1_1,,Android,2.4.1
2670,106,session_end,,2026-08-02T13:04:14,s_106_1_0,,iOS,2.5.0
